This file was created using the 201906 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Global.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201708  ,-0.25   ,0.58   ,1.45  ,-0.80   ,0.47   ,0.27
201709   ,3.28   ,3.22   ,3.70   ,2.61   ,2.46   ,2.89
201710   ,0.80   ,1.40   ,2.54   ,0.53   ,1.80   ,2.87
201711   ,2.38   ,2.23   ,3.03   ,2.13   ,2.12   ,1.63
201712   ,3.33   ,2.59   ,3.95   ,3.09   ,1.46   ,0.86
201801   ,5.82   ,5.56   ,7.60   ,3.74   ,4.70   ,6.13
201802  ,-4.31  ,-2.68  ,-3.06  ,-4.42  ,-3.65  ,-3.21
201803  ,-1.06  ,-0.08  ,-1.25  ,-0.55  ,-0.77  ,-0.76
201804  ,-0.23  ,-0.40  ,-0.93   ,1.60   ,0.64   ,0.63
201805   ,0.13   ,0.21   ,0.36  ,-0.55  ,-0.14   ,2.68
201806  ,-2.75  ,-1.50  ,-2.52   ,0.37  ,-1.02  ,-1.20
201807  ,-0.08   ,0.02   ,0.36   ,2.31   ,2.06   ,1.17
201808  ,-1.42  ,-0.75   ,0.45  ,-1.01   ,0.18   ,2.98
201809  ,-0.43  ,-0.40  ,-0.29   ,0.12  ,-0.08   ,0.13
201810  ,-9.66  ,-7.17 ,-10.05  ,-8.62  ,-8.24 ,-10.42
201811  ,-0.82  ,-0.27  ,-0.88   ,1.72   ,1.38  ,-1.01
201812  ,-9.12  ,-6.08  ,-6.75  ,-8.78  ,-6.87  ,-7.03
201901   ,9.49   ,5.35   ,6.70  ,10.95   ,8.04   ,7.57
201902   ,2.23   ,2.01   ,1.93   ,3.31   ,2.95   ,3.22
201903  ,-1.14  ,-0.60   ,0.45  ,-1.75   ,0.39   ,1.67
201904   ,1.77   ,1.38   ,1.73   ,5.64   ,3.06   ,1.79
201905  ,-5.85  ,-3.00  ,-1.99 ,-10.34  ,-5.42  ,-2.52
201906   ,2.59   ,3.23   ,3.85   ,7.26   ,5.86   ,5.73



  Average Value Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1991  ,15.91  ,17.36  ,34.39  ,15.20  ,14.70  ,22.70
1992 ,-13.41  ,-4.48   ,2.87  ,-5.71  ,-6.96  ,-4.70
1993  ,31.65  ,29.54  ,35.37  ,14.79  ,19.17  ,26.46
1994   ,6.08   ,9.84   ,9.28   ,4.04   ,5.61   ,7.27
1995   ,7.91  ,13.99  ,23.88  ,16.48  ,19.02  ,20.10
1996   ,7.19  ,11.73  ,14.74   ,7.65  ,14.18  ,14.41
1997 ,-16.21   ,3.22  ,12.92   ,3.02  ,16.39  ,21.41
1998  ,-2.32   ,3.23  ,14.15  ,15.19  ,19.71  ,31.33
1999  ,16.26  ,12.19  ,73.51  ,13.74  ,14.75  ,56.72
2000  ,-8.60   ,2.92 ,-16.75  ,-3.64  ,-5.20 ,-31.17
2001 ,-11.15   ,1.57   ,1.08 ,-25.69 ,-12.72 ,-12.66
2002 ,-28.08  ,-2.47   ,4.69 ,-29.48 ,-14.99  ,-6.31
2003  ,75.08  ,50.27  ,61.35  ,47.40  ,28.71  ,32.70
2004  ,22.83  ,29.94  ,29.19  ,16.06  ,15.94  ,16.72
2005   ,4.58  ,18.42  ,31.12   ,5.62  ,11.09  ,22.36
2006  ,12.36  ,18.72  ,21.52  ,21.93  ,21.41  ,18.13
2007  ,-6.13   ,4.15  ,15.51   ,2.78  ,12.76  ,17.29
2008 ,-50.81 ,-38.50 ,-40.98 ,-48.49 ,-36.55 ,-39.79
2009  ,90.34  ,33.73  ,18.64  ,56.92  ,30.60  ,14.90
2010  ,15.93  ,25.57  ,33.30   ,9.43  ,11.62  ,21.56
2011 ,-19.77  ,-6.17  ,-9.68 ,-11.11  ,-3.34  ,-8.00
2012  ,11.07  ,15.62  ,21.43  ,15.12  ,15.34  ,19.09
2013  ,18.28  ,33.67  ,45.57  ,20.28  ,29.07  ,35.40
2014  ,-5.06   ,0.79  ,-1.57   ,3.07   ,4.77   ,2.65
2015  ,-8.80   ,6.34   ,9.07  ,-9.99   ,1.98   ,4.41
2016  ,18.64  ,13.27   ,8.25  ,12.79   ,7.11   ,2.43
2017  ,19.19  ,27.07  ,32.45  ,20.47  ,23.93  ,27.42
2018 ,-18.54 ,-14.52 ,-15.85 ,-12.91  ,-8.13  ,-5.70



  Average Equal Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1991  ,23.50  ,18.88  ,39.82  ,13.09  ,13.78  ,20.46
1992  ,-3.39   ,1.39  ,14.79 ,-13.85  ,-5.50  ,-1.34
1993  ,45.96  ,40.74  ,56.02  ,23.65  ,22.97  ,28.39
1994   ,3.31  ,12.00  ,10.16   ,9.22   ,5.44   ,5.21
1995  ,10.80  ,16.85  ,26.34  ,11.39  ,14.73  ,16.43
1996  ,18.16  ,19.91  ,27.48   ,8.56  ,11.11  ,11.68
1997 ,-12.67   ,6.08  ,12.66  ,-3.38   ,7.07  ,16.02
1998   ,0.98   ,3.42  ,10.54   ,5.48  ,12.40  ,21.62
1999  ,34.74  ,25.02  ,94.13  ,11.13   ,8.91  ,63.50
2000  ,-7.60   ,4.13 ,-12.27   ,2.58   ,5.28 ,-18.82
2001  ,-5.27   ,3.43   ,6.86 ,-21.60  ,-7.21  ,-9.37
2002 ,-19.51   ,3.81  ,13.33 ,-28.78  ,-6.62  ,-1.88
2003  ,93.80  ,64.23  ,73.40  ,55.33  ,41.20  ,44.89
2004  ,22.15  ,32.64  ,34.68  ,21.61  ,23.38  ,23.71
2005   ,4.31  ,21.09  ,32.92   ,7.85  ,15.86  ,25.38
2006  ,17.87  ,22.27  ,34.91  ,22.77  ,21.51  ,21.40
2007  ,-0.18  ,10.97  ,29.73   ,1.14   ,9.04  ,15.65
2008 ,-55.23 ,-39.07 ,-40.81 ,-47.62 ,-37.59 ,-39.97
2009 ,117.71  ,41.37  ,31.29  ,73.25  ,33.92  ,18.71
2010  ,18.79  ,27.87  ,38.05  ,13.60  ,20.70  ,27.62
2011 ,-19.51  ,-3.60  ,-9.09 ,-12.46  ,-5.97  ,-9.06
2012  ,10.69  ,13.92  ,20.59  ,16.58  ,17.50  ,19.63
2013  ,15.27  ,32.30  ,45.94  ,21.15  ,32.00  ,38.32
2014  ,-7.61   ,2.83   ,1.43   ,2.07   ,3.48   ,0.08
2015  ,-6.43   ,9.97  ,13.34 ,-11.68   ,3.85   ,6.14
2016  ,18.65  ,15.71  ,15.83  ,14.48   ,7.19   ,3.67
2017  ,25.99  ,35.45  ,42.04  ,23.73  ,26.39  ,25.06
2018 ,-22.27 ,-13.23 ,-16.57 ,-14.03 ,-11.88 ,-10.49



  Number of Firms in Portfolios
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011   ,4415   ,2401   ,2025    ,865   ,1156    ,828
199012   ,4407   ,2615   ,1862    ,865   ,1160    ,827
199101   ,4615   ,2301   ,1924    ,851   ,1144    ,820
199102   ,4986   ,2094   ,1796    ,851   ,1136    ,820
199103   ,5140   ,2060   ,1607    ,870   ,1167    ,843
199104   ,5170   ,2195   ,1527    ,885   ,1181    ,854
199105   ,5025   ,2164   ,1765    ,886   ,1176    ,859
199106   ,4756   ,2209   ,2201    ,904   ,1189    ,867
199107   ,5018   ,2112   ,2048    ,914   ,1205    ,877
199108   ,4933   ,2186   ,2152    ,917   ,1191    ,874
199109   ,5118   ,2241   ,1892    ,921   ,1194    ,876
199110   ,5362   ,2057   ,1786    ,936   ,1204    ,881
199111   ,4784   ,2391   ,2059    ,922   ,1209    ,884
199112   ,4389   ,2407   ,2418    ,927   ,1212    ,889
199201   ,4090   ,2401   ,2758    ,911   ,1213    ,882
199202   ,4112   ,2333   ,2633    ,931   ,1230    ,903
199203   ,4238   ,2371   ,2647    ,951   ,1262    ,916
199204   ,4387   ,2353   ,2527    ,959   ,1254    ,925
199205   ,4486   ,2356   ,2546    ,945   ,1243    ,907
199206   ,4534   ,2248   ,2591    ,953   ,1244    ,919
199207   ,4566   ,2315   ,2503    ,949   ,1251    ,916
199208   ,4413   ,2536   ,2672    ,940   ,1235    ,908
199209   ,4454   ,2559   ,2714    ,924   ,1212    ,896
199210   ,4755   ,2481   ,2544    ,929   ,1217    ,897
199211   ,4726   ,2776   ,2336    ,924   ,1224    ,901
199212   ,5135   ,2632   ,2111    ,922   ,1221    ,896
199301   ,4853   ,2495   ,2443    ,936   ,1234    ,906
199302   ,5060   ,2541   ,2388    ,946   ,1265    ,924
199303   ,5039   ,2528   ,2533    ,949   ,1258    ,923
199304   ,5192   ,2528   ,2509    ,959   ,1274    ,931
199305   ,4829   ,2537   ,2946    ,963   ,1273    ,939
199306   ,4579   ,2478   ,3226    ,983   ,1308    ,961
199307   ,4325   ,2448   ,3552    ,992   ,1320    ,970
199308   ,4352   ,2459   ,3564    ,996   ,1332    ,971
199309   ,4276   ,2498   ,3580   ,1006   ,1331    ,979
199310   ,4368   ,2545   ,3506   ,1029   ,1356    ,999
199311   ,4075   ,2749   ,3786   ,1022   ,1363    ,997
199312   ,4138   ,2667   ,3790   ,1034   ,1360   ,1003
199401   ,4224   ,2720   ,3748   ,1043   ,1378   ,1013
199402   ,4709   ,2704   ,3302   ,1061   ,1396   ,1031
199403   ,4387   ,2953   ,3507   ,1072   ,1430   ,1047
199404   ,4173   ,2950   ,3825   ,1099   ,1461   ,1062
199405   ,4148   ,3047   ,3799   ,1106   ,1467   ,1071
199406   ,4586   ,2888   ,3551   ,1102   ,1458   ,1069
199407   ,4618   ,2687   ,3789   ,1116   ,1465   ,1076
199408   ,4346   ,2940   ,3877   ,1107   ,1479   ,1075
199409   ,4440   ,3045   ,3667   ,1109   ,1467   ,1077
199410   ,4726   ,3112   ,3364   ,1114   ,1491   ,1087
199411   ,4253   ,3366   ,3686   ,1101   ,1484   ,1078
199412   ,4656   ,3261   ,3511   ,1106   ,1486   ,1081
199501   ,4479   ,3215   ,3890   ,1117   ,1478   ,1081
199502   ,4998   ,3019   ,3618   ,1113   ,1487   ,1079
199503   ,5382   ,2986   ,3348   ,1111   ,1478   ,1077
199504   ,5829   ,2904   ,3046   ,1099   ,1451   ,1067
199505   ,5960   ,2907   ,3089   ,1083   ,1440   ,1060
199506   ,6257   ,2952   ,2844   ,1085   ,1441   ,1057
199507   ,6630   ,2867   ,2559   ,1096   ,1455   ,1074
199508   ,6115   ,3145   ,2777   ,1092   ,1464   ,1075
199509   ,6221   ,3039   ,2831   ,1119   ,1484   ,1089
199510   ,6480   ,2931   ,2793   ,1108   ,1477   ,1087
199511   ,6347   ,3016   ,2928   ,1096   ,1456   ,1068
199512   ,6341   ,3135   ,2886   ,1082   ,1440   ,1056
199601   ,6388   ,3213   ,2777   ,1095   ,1439   ,1065
199602   ,6532   ,3168   ,2743   ,1093   ,1448   ,1059
199603   ,6554   ,2993   ,2893   ,1114   ,1461   ,1074
199604   ,6315   ,3075   ,3071   ,1112   ,1474   ,1083
199605   ,6102   ,3000   ,3287   ,1128   ,1499   ,1104
199606   ,5706   ,3182   ,3511   ,1152   ,1524   ,1124
199607   ,5592   ,3086   ,3810   ,1145   ,1514   ,1113
199608   ,5649   ,3005   ,3881   ,1134   ,1495   ,1102
199609   ,5736   ,3313   ,3470   ,1138   ,1504   ,1108
199610   ,5963   ,3011   ,3672   ,1118   ,1478   ,1096
199611   ,6079   ,3228   ,3400   ,1127   ,1490   ,1097
199612   ,5823   ,3353   ,3725   ,1109   ,1465   ,1079
199701   ,6042   ,3518   ,3367   ,1103   ,1457   ,1077
199702   ,6288   ,3397   ,3297   ,1102   ,1453   ,1074
199703   ,6286   ,3439   ,3344   ,1097   ,1451   ,1071
199704   ,6451   ,3163   ,3490   ,1093   ,1438   ,1062
199705   ,6756   ,3202   ,3333   ,1050   ,1390   ,1025
199706   ,7459   ,3140   ,2699   ,1069   ,1422   ,1043
199707   ,7384   ,3270   ,2725   ,1059   ,1403   ,1028
199708   ,7705   ,3292   ,2551   ,1022   ,1355    ,990
199709   ,7966   ,3197   ,2293   ,1055   ,1397   ,1025
199710   ,7542   ,3162   ,2854   ,1032   ,1378   ,1004
